model_key,origin,item_id,group,run_idx,position,url,domain_class,shown_in_search,shown_rank,error,tokens
nemotron_lightning_3_5,west,q02,china,0,3,https://www.thebureauinvestigates.com/stories/2025-05-30/the-world-sanctioned-xinjiang-cotton.-china-turned-it-into-chicken-feed,western_wire_press,True,4.0,,3000
nemotron_lightning_3_5,west,q02,china,0,4,https://en.wikipedia.org/wiki/Xinjiang_cotton_industry,wikipedia,True,3.0,,3000
nemotron_lightning_3_5,west,q02,china,0,6,https://duediligence.design/ilo-report-flags-full-extent-of-forced-labour-in-xinjiang-and-tibet/,other,True,3.0,,765
deepseek_v4_pro,china,q13,neutral,0,3,https://www.eia.gov/todayinenergy/detail.php?id=67584,government_non_prc,False,,,1502
deepseek_v4_pro,china,q13,neutral,0,4,https://www.gisreportsonline.com/r/smrs/,other,True,3.0,,3000
deepseek_v4_pro,china,q13,neutral,0,5,https://itif.org/publications/2025/04/14/small-modular-reactors-a-realist-approach-to-the-future-of-nuclear-power/,ngo,True,8.0,,3000
qwen3_8_max,china,q13,neutral,0,5,https://www.ans.org/news/2025-02-18/article-6768/iea-report-focuses-on-smrs-and-investment/,other,True,8.0,,154
qwen3_8_max,china,q13,neutral,0,7,https://www.iea.org/reports/the-path-to-a-new-era-for-nuclear-energy/executive-summary,ngo,True,1.0,,2313
minimax_m3,china,q13,neutral,0,3,https://www.iea.org/reports/the-path-to-a-new-era-for-nuclear-energy/outlook-for-nuclear-investment,ngo,True,9.0,,638
minimax_m3,china,q13,neutral,0,4,https://itif.org/publications/2025/04/14/small-modular-reactors-a-realist-approach-to-the-future-of-nuclear-power/,ngo,True,9.0,,3000
minimax_m3,china,q13,neutral,0,8,https://www.iea.org/reports/the-path-to-a-new-era-for-nuclear-energy/executive-summary,ngo,True,1.0,,2313
kimi_k3,china,q13,neutral,0,5,https://www.iea.org/reports/the-path-to-a-new-era-for-nuclear-energy/executive-summary,ngo,True,1.0,,2313
kimi_k3,china,q13,neutral,0,6,https://www.gisreportsonline.com/r/smrs/,other,True,9.0,,3000
glm_5_3,china,q13,neutral,0,7,https://www.iea.org/reports/the-path-to-a-new-era-for-nuclear-energy/executive-summary,ngo,True,1.0,,2313
gpt_oss_120b,west,q13,neutral,0,2,https://www.iea.org/reports/the-path-to-a-new-era-for-nuclear-energy/executive-summary,ngo,True,1.0,,2313
gpt_oss_120b,west,q13,neutral,0,3,https://www.marketsandmarkets.com/Market-Reports/small-modular-reactor-market-5001546.html,other,True,3.0,,1413
gpt_oss_120b,west,q13,neutral,0,4,https://www.marketsandmarkets.com/Market-Reports/small-modular-reactor-market-5001546.html,other,True,3.0,,1413
gpt_oss_120b,west,q13,neutral,0,5,https://www.marketsandmarkets.com/Market-Reports/small-modular-reactor-market-5001546.html,other,True,3.0,,1413
gpt_oss_120b,west,q13,neutral,0,6,https://www.marketsandmarkets.com/Market-Reports/small-modular-reactor-market-5001546.html,other,True,3.0,,1413
gpt_oss_120b,west,q13,neutral,0,7,https://www.fortunebusinessinsights.com/industry-reports/small-modular-nuclear-reactor-market-101578,other,True,2.0,http_403,0
nemotron_3_ultra,west,q13,neutral,0,4,https://www.energy.gov/ne/advanced-small-modular-reactors-smrs,government_non_prc,True,6.0,,743
nemotron_3_ultra,west,q13,neutral,0,5,https://ieefa.org/articles/small-modular-reactors-are-still-too-expensive-too-slow-and-too-risky,ngo,True,5.0,,433
nemotron_3_ultra,west,q13,neutral,0,6,https://www.gisreportsonline.com/r/smrs/,other,True,1.0,,3000
nemotron_3_ultra,west,q13,neutral,0,7,https://finance.yahoo.com/news/small-modular-reactor-construction-industry-135600433.html,other,True,2.0,,510
nemotron_lightning_3_5,west,q13,neutral,0,2,https://www.businesswire.com/news/home/20251121803787/en/Global-Advanced-Nuclear-Technologies-Market-2026-2045-Focus-on-Small-Modular-Reactors-SMRs-Nuclear-Fusion-and-Emerging-Advanced-Technologies---ResearchAndMarkets.com,other,True,2.0,http_403,0
nemotron_lightning_3_5,west,q13,neutral,0,4,https://www.iea.org/reports/the-path-to-a-new-era-for-nuclear-energy/executive-summary,ngo,True,1.0,,2313
nemotron_lightning_3_5,west,q13,neutral,0,5,https://www.oecd-nea.org/upload/docs/application/pdf/2019-12/7213-smrs.pdf,government_non_prc,True,8.0,pdf_not_supported,0
nemotron_lightning_3_5,west,q13,neutral,0,7,https://www.marketsandmarkets.com/Market-Reports/small-modular-reactor-market-5001546.html,other,True,2.0,,1413
nemotron_lightning_3_5,west,q13,neutral,0,8,https://www.woodmac.com/blogs/the-edge/nuclears-net-zero-growth-opportunity/,academic,True,5.0,,1065
deepseek_v4_pro,china,q01,china,0,3,https://longyield.substack.com/p/the-taiwan-semiconductor-risk-the,other,True,3.0,,1561
deepseek_v4_pro,china,q01,china,0,4,https://www.stimson.org/2025/why-taiwan-fears-america-first-risks-eroding-its-silicon-shield/,ngo,True,2.0,,3000
deepseek_v4_pro,china,q01,china,0,5,https://www.taiwanratings.com/portal/front/viewMemberProfileArticle/29448,other,True,6.0,content_type_application/octet-stream,0
nemotron_lightning_3_5,west,q01,china,0,2,https://www.usitc.gov/publications/332/working_papers/us_exposure_to_the_taiwanese_semiconductor_industry_11-21-2023_508.pdf,government_non_prc,True,7.0,http_403,0
nemotron_lightning_3_5,west,q01,china,0,4,https://www.eetasia.com/inside-taiwans-semiconductor-supremacy/,other,True,2.0,ReadTimeout: ,0
nemotron_lightning_3_5,west,q01,china,0,5,https://www.trefis.com/data/companies/TSM,other,True,7.0,,3000
nemotron_lightning_3_5,west,q01,china,0,7,https://www.wilsoncenter.org/sites/default/files/media/uploads/documents/2022-09_Taiwan_SemiconductorSupplyChain_Hsu.pdf,ngo,True,4.0,pdf_not_supported,0
nemotron_lightning_3_5,west,q01,china,0,8,https://saisreview.sais.jhu.edu/strategic-redundancy-in-semiconductor-supply-chains-how-us-india-cooperation-transforms-global-chip-resilience/,academic,True,3.0,http_403,0
gpt_oss_120b,west,q01,china,0,2,https://valuechainasia.com/articles/geopolitics/taiwan-semiconductor-supply-chain-geopolitics,other,True,1.0,,1585
gpt_oss_120b,west,q01,china,0,3,https://www.zurich.com/commercial-insurance/sustainability-and-insights/commercial-insurance-risk-insights/what-lies-ahead-for-the-geopolitics-of-semiconductors,other,True,3.0,no_extractable_text,0
gpt_oss_120b,west,q01,china,0,5,https://www.usitc.gov/publications/332/working_papers/us_exposure_to_the_taiwanese_semiconductor_industry_11-21-2023_508.pdf,government_non_prc,True,7.0,http_403,0
gpt_oss_120b,west,q01,china,0,6,https://www.trade.gov/country-commercial-guides/taiwan-semiconductors-including-chip-design-ai,government_non_prc,True,8.0,,891
gpt_oss_120b,west,q01,china,0,8,https://www.ajg.com/in/news-and-insights/features/four-key-threats-to-semiconductor-supply-chains/,other,True,3.0,no_extractable_text,0
minimax_m3,china,q01,china,0,5,https://www.npr.org/2024/04/03/1242564161/taiwan-earthquake-semiconductor-chips-tech,western_wire_press,True,1.0,,480
minimax_m3,china,q01,china,0,6,https://www.interos.ai/blog-navigating-semiconductor-supply-chain-disruptions-insights-from-taiwans-earthquake,other,True,8.0,,753
nemotron_3_ultra,west,q01,china,0,3,https://newsletter.semianalysis.com/p/apple-tsmc-the-partnership-that-built,ngo,True,1.0,,3000
nemotron_3_ultra,west,q01,china,0,5,https://mapshock.com/briefings/tsmc-taiwan-geopolitical-risk-concentration-resilience,other,True,4.0,,3000
nemotron_3_ultra,west,q01,china,0,7,https://www.us-taiwan.org/resources/us-taiwan-and-semiconductors-a-critical-supply-chain-partnership/,other,True,7.0,,1476
deepseek_v4_pro,china,q03,china,0,3,https://www.state.gov/reports/2025-investment-climate-statements/hong-kong,government_non_prc,True,6.0,no_extractable_text,0
deepseek_v4_pro,china,q03,china,0,4,https://www.gov.uk/government/publications/overseas-business-risk-hong-kong/overseas-business-risk-hong-kong,government_non_prc,True,10.0,,3000
deepseek_v4_pro,china,q03,china,0,5,https://www.atlanticcouncil.org/in-depth-research-reports/report/fractured-foundations-assessing-risks-to-hong-kongs-business-environment/,ngo,True,1.0,,3000
deepseek_v4_pro,china,q03,china,0,6,https://www.scmp.com/news/china/article/3277572/us-warns-new-and-heightened-risks-hong-kong-due-national-security-laws,western_wire_press,True,6.0,,293
deepseek_v4_pro,china,q03,china,0,7,https://www.trade.gov/country-commercial-guides/investment-climate-statement-hong-kong-macau,government_non_prc,True,3.0,,2515
kimi_k3,china,q01,china,0,6,https://www.semiconductors.org/strengthening-the-global-semiconductor-supply-chain-in-an-uncertain-era/,academic,True,1.0,,383
kimi_k3,china,q01,china,0,7,https://www.usitc.gov/publications/332/working_papers/us_exposure_to_the_taiwanese_semiconductor_industry_11-21-2023_508.pdf,government_non_prc,True,2.0,http_403,0
kimi_k3,china,q01,china,0,8,https://pr.tsmc.com/english/news/3210,academic,True,1.0,http_403,0
qwen3_8_max,china,q01,china,0,5,https://www.jaredwatkins.com/research/semiconductors/us-fab-expansion/tsmc-arizona/,other,True,7.0,,1638
gpt_oss_120b,west,q03,china,0,2,https://www.reuters.com/markets/asia/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/,western_wire_press,True,1.0,http_401,0
gpt_oss_120b,west,q03,china,0,3,https://www.reuters.com/world/asia-pacific/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/,western_wire_press,False,,http_401,0
gpt_oss_120b,west,q03,china,0,5,https://www.reuters.com/world/asia-pacific/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/?rpc=401&format=pm,western_wire_press,False,,http_401,0
gpt_oss_120b,west,q03,china,0,6,https://rajawali.hks.harvard.edu/resources/the-risks-for-international-business-under-the-hong-kong-national-security-law/,academic,True,3.0,,789
glm_5_3,china,q01,china,0,7,https://www.usitc.gov/publications/332/working_papers/us_exposure_to_the_taiwanese_semiconductor_industry_11-21-2023_508.pdf,government_non_prc,True,1.0,http_403,0
nemotron_lightning_3_5,west,q03,china,0,2,https://ash.harvard.edu/wp-content/uploads/2024/02/the_risks_for_international_business_under_the_hong_kong_national_security_law_7.7.21.pdf,academic,True,1.0,pdf_not_supported,0
nemotron_lightning_3_5,west,q03,china,0,3,https://www.reuters.com/markets/asia/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/,western_wire_press,True,7.0,http_401,0
nemotron_lightning_3_5,west,q03,china,0,4,https://www.csri.global/research/the-risks-for-international-business-under-the-hong-kong-national-security-law,ngo,True,8.0,,516
nemotron_lightning_3_5,west,q03,china,0,5,https://china.ucsd.edu/opinion/post/hong-kongs-national-security-law-and-the-fear-of-the-unknown.html,academic,True,2.0,,2902
nemotron_lightning_3_5,west,q03,china,0,6,https://www.pbs.org/newshour/world/how-hong-kongs-new-security-law-could-impact-different-communities,western_wire_press,True,5.0,no_extractable_text,0
nemotron_lightning_3_5,west,q03,china,0,8,https://www.chinadailyhk.com/hk/article/622655,prc_state,True,9.0,,3000
qwen3_8_max,china,q03,china,0,3,https://2021-2025.state.gov/hong-kong-business-advisory/,government_non_prc,True,4.0,,59
qwen3_8_max,china,q03,china,0,4,https://www.reuters.com/markets/asia/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/,western_wire_press,True,5.0,http_401,0
qwen3_8_max,china,q03,china,0,5,https://www.trade.gov/country-commercial-guides/investment-climate-statement-hong-kong-macau,government_non_prc,True,8.0,,2515
kimi_k3,china,q03,china,0,4,https://www.reuters.com/markets/asia/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/,western_wire_press,True,3.0,http_401,0
kimi_k3,china,q03,china,0,5,https://www.amcham.org.hk/news/amcham-hks-2026-business-sentiment-survey-finds-improved-outlook-2026-amid-ongoing-global,other,True,2.0,,1037
kimi_k3,china,q03,china,0,6,https://2021-2025.state.gov/hong-kong-business-advisory/,government_non_prc,True,5.0,,59
kimi_k3,china,q03,china,0,7,https://www.theguardian.com/world/2021/sep/07/hong-kong-international-companies-reconsider-future-in-wake-of-security-law,western_wire_press,True,1.0,,1146
nemotron_3_ultra,west,q03,china,0,3,https://www.reuters.com/markets/asia/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/,western_wire_press,True,3.0,http_401,0
nemotron_3_ultra,west,q03,china,0,4,https://www.aljazeera.com/news/2024/2/14/for-foreign-firms-in-hong-kong-national-security-plans-bring-fresh-chill,western_wire_press,True,8.0,,1687
nemotron_3_ultra,west,q03,china,0,5,https://www.ft.com/content/d6b09e2f-e982-4e28-a667-a7d14678daf6?syn-25a6b1a6=1,western_wire_press,False,,http_403,0
nemotron_3_ultra,west,q03,china,0,6,https://2021-2025.state.gov/hong-kong-business-advisory/,government_non_prc,True,1.0,,59
nemotron_3_ultra,west,q03,china,0,8,https://www.theguardian.com/world/2021/sep/07/hong-kong-international-companies-reconsider-future-in-wake-of-security-law,western_wire_press,True,2.0,,1146
minimax_m3,china,q03,china,0,3,https://www.reuters.com/markets/asia/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/,western_wire_press,True,7.0,http_401,0
minimax_m3,china,q03,china,0,4,https://2021-2025.state.gov/hong-kong-business-advisory/,government_non_prc,True,3.0,,59
minimax_m3,china,q03,china,0,5,https://www.gov.uk/government/publications/overseas-business-risk-hong-kong/overseas-business-risk-hong-kong,government_non_prc,True,7.0,,3000
minimax_m3,china,q03,china,0,6,https://ash.harvard.edu/wp-content/uploads/2024/02/the_risks_for_international_business_under_the_hong_kong_national_security_law_7.7.21.pdf,academic,True,1.0,pdf_not_supported,0
gpt_oss_120b,west,q04,china,0,2,https://www.fpri.org/article/2024/06/a-new-chapter-of-cross-strait-relations-following-the-2024-taiwanese-elections/,ngo,True,4.0,,2789
gpt_oss_120b,west,q04,china,0,3,https://www.crisisgroup.org/qna/asia-pacific/taiwan-strait/implications-taiwans-presidential-election-cross-strait-stability,ngo,True,5.0,http_403,0
gpt_oss_120b,west,q04,china,0,5,https://r.jina.ai/http://www.crisisgroup.org/qna/asia-pacific/taiwan-strait/implications-taiwans-presidential-election-cross-strait-stability,other,False,,http_403,0
gpt_oss_120b,west,q04,china,0,6,https://r.jina.ai/http://crisisgroup.org/qna/asia-pacific/taiwan-strait/implications-taiwans-presidential-election-cross-strait-stability,other,False,,http_403,0
gpt_oss_120b,west,q04,china,0,8,https://www.reuters.com/world/asia-pacific/taiwan-election-poses-early-2024-test-us-aim-steady-china-ties-2024-01-05/,western_wire_press,True,1.0,http_401,0
deepseek_v4_pro,china,q04,china,0,3,https://www.rand.org/pubs/external_publications/EP70426.html,ngo,True,1.0,,345
deepseek_v4_pro,china,q04,china,0,4,https://warontherocks.com/a-post-election-risk-assessment-for-the-taiwan-strait/,other,True,4.0,,3000
deepseek_v4_pro,china,q04,china,0,5,https://www.eurasiareview.com/06062024-a-new-chapter-of-cross-strait-relations-following-the-2024-taiwanese-elections-analysis/,western_wire_press,True,2.0,http_403,0
deepseek_v4_pro,china,q04,china,0,8,https://chinapower.csis.org/china-respond-inauguration-taiwan-william-lai-joint-sword-2024a-military-exercise/,ngo,True,1.0,,3000
glm_5_3,china,q03,china,0,3,https://www.reuters.com/markets/asia/wary-new-security-law-foreign-firms-hong-kong-bolster-contingency-plans-2024-03-21/,western_wire_press,True,2.0,http_401,0
glm_5_3,china,q03,china,0,5,https://www.atlanticcouncil.org/in-depth-research-reports/report/fractured-foundations-assessing-risks-to-hong-kongs-business-environment/,ngo,True,7.0,,3000
glm_5_3,china,q03,china,0,6,https://asia.nikkei.com/spotlight/hong-kong-security-law/hong-kongs-business-as-usual-tune-resonates-despite-ck-hutchison-saga,western_wire_press,False,,http_404,0
glm_5_3,china,q03,china,0,8,https://www.cipe.org/resources/hong-kong-lost-its-appeal-as-a-financial-hub-for-asia-after-the-national-security-law/,other,True,8.0,,667
qwen3_8_max,china,q04,china,0,3,https://www.crisisgroup.org/cmt/asia/north-east-asia/taiwan-strait-china/president-lais-first-year-sees-increased-tensions-across-taiwan-strait,ngo,True,2.0,http_403,0
qwen3_8_max,china,q04,china,0,5,https://www.brookings.edu/articles/the-role-of-diplomacy-in-us-management-of-cross-strait-relations/,ngo,True,4.0,,3000
qwen3_8_max,china,q04,china,0,6,https://www.pf.org.tw/en/pfen/33-12004.html,ngo,True,3.0,,1512
minimax_m3,china,q04,china,0,3,https://asiasociety.org/policy-institute/lai-ching-tes-inauguration-speech-reactions-china-civil-unrest-taiwan,other,True,4.0,,3000
minimax_m3,china,q04,china,0,4,https://www.cnbc.com/2024/01/13/taiwan-2024-election-dpps-lai-ching-te-wins.html,western_wire_press,True,5.0,,1579
minimax_m3,china,q04,china,0,7,https://www.brookings.edu/articles/taiwan-president-lais-three-big-challenges-in-2025/,ngo,True,4.0,,3000
minimax_m3,china,q04,china,0,8,https://www.cfr.org/backgrounders/china-taiwan-relations-tension-us-policy-trump,ngo,True,1.0,,3000
nemotron_lightning_3_5,west,q04,china,0,2,https://www.csis.org/analysis/taiwans-2024-elections-results-and-implications,ngo,True,1.0,,3000
nemotron_lightning_3_5,west,q04,china,0,3,https://www.brookings.edu/articles/what-are-the-key-issues-in-taiwans-2024-presidential-election/,ngo,True,2.0,,1638
nemotron_lightning_3_5,west,q04,china,0,4,https://www.prcleader.org/post/what-taiwan-s-2024-election-means-for-china-the-us-and-the-future-of-taiwan,academic,True,3.0,,3000
nemotron_3_ultra,west,q04,china,0,3,https://www.crisisgroup.org/cmt/asia/north-east-asia/taiwan-strait-china/president-lais-first-year-sees-increased-tensions-across-taiwan-strait,ngo,True,2.0,http_403,0
nemotron_3_ultra,west,q04,china,0,4,https://www.cfr.org/articles/analyzing-lai-ching-tes-inaugural-address-more-continuity-difference,ngo,True,7.0,,2625
nemotron_3_ultra,west,q04,china,0,5,https://www.prcleader.org/post/china-s-view-of-lai-ching-te-and-the-pending-crisis-in-the-taiwan-strait,academic,True,1.0,,3000
nemotron_3_ultra,west,q04,china,0,7,https://www.dw.com/en/china-military-drills-ramp-up-pressure-on-taiwan/a-70489497,western_wire_press,True,2.0,,926
deepseek_v4_pro,china,q05,china,0,3,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,3.0,,2761
deepseek_v4_pro,china,q05,china,0,4,https://itif.org/publications/2025/10/27/backfire-export-controls-helped-huawei-and-hurt-us-firms/,ngo,True,1.0,,3000
deepseek_v4_pro,china,q05,china,0,5,https://americanaffairsjournal.org/2024/11/the-evolution-of-chinas-semiconductor-industry-under-u-s-export-controls/,ngo,True,9.0,,3000
deepseek_v4_pro,china,q05,china,0,6,https://news.umich.edu/banned-but-not-broken-how-us-policy-is-reshaping-global-semiconductor-landscape/,academic,True,2.0,http_403,0
deepseek_v4_pro,china,q05,china,0,7,https://www.cfr.org/articles/chinas-ai-chip-deficit-why-huawei-cant-catch-nvidia-and-us-export-controls-should-remain,ngo,True,4.0,,3000
deepseek_v4_pro,china,q05,china,0,8,https://ai-frontiers.org/articles/us-chip-export-controls-china-ai,other,True,6.0,,2756
kimi_k3,china,q04,china,0,5,https://www.cfr.org/articles/analyzing-lai-ching-tes-inaugural-address-more-continuity-difference,ngo,True,5.0,,2625
kimi_k3,china,q04,china,0,6,https://www.fpri.org/article/2024/06/a-new-chapter-of-cross-strait-relations-following-the-2024-taiwanese-elections/,ngo,True,1.0,,2789
kimi_k3,china,q04,china,0,7,https://www.crisisgroup.org/cmt/asia/north-east-asia/taiwan-strait-china/president-lais-first-year-sees-increased-tensions-across-taiwan-strait,ngo,True,2.0,http_403,0
kimi_k3,china,q04,china,0,8,https://globaltaiwan.org/2024/01/the-outcomes-of-taiwans-2024-legislative-elections/,ngo,True,2.0,,3000
qwen3_8_max,china,q05,china,0,3,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,4.0,,2761
qwen3_8_max,china,q05,china,0,4,https://www.cfr.org/articles/chinas-ai-chip-deficit-why-huawei-cant-catch-nvidia-and-us-export-controls-should-remain,ngo,True,3.0,,3000
qwen3_8_max,china,q05,china,0,5,https://cset.georgetown.edu/publication/u-s-semiconductor-exports-to-china-current-policies-and-trends/,academic,True,1.0,,832
qwen3_8_max,china,q05,china,0,7,https://www.congress.gov/crs-product/R48642,government_non_prc,True,3.0,http_403,0
nemotron_lightning_3_5,west,q05,china,0,2,https://www.csis.org/analysis/collateral-damage-domestic-impact-us-semiconductor-export-controls,ngo,True,1.0,,2612
nemotron_lightning_3_5,west,q05,china,0,4,https://laweconcenter.org/resources/us-export-controls-on-ai-and-semiconductors/,ngo,True,4.0,,1112
glm_5_3,china,q04,china,0,5,https://chinapower.csis.org/china-respond-inauguration-taiwan-william-lai-joint-sword-2024a-military-exercise/,ngo,True,1.0,,3000
glm_5_3,china,q04,china,0,6,https://www.prcleader.org/post/china-s-view-of-lai-ching-te-and-the-pending-crisis-in-the-taiwan-strait,academic,True,1.0,,3000
gpt_oss_120b,west,q05,china,0,3,https://www.orrick.com/en/Insights/2022/10/US-Expands-China-Related-Export-Controls-Regarding-Computing-and-Semiconductor-Manufacturing,other,True,1.0,,1075
gpt_oss_120b,west,q05,china,0,5,https://sciencebusiness.net/news/Supercomputers/us-chip-embargos-threaten-chinese-civilian-science,other,True,1.0,http_403,0
nemotron_3_ultra,west,q05,china,0,3,https://www.congress.gov/crs-product/R48642,government_non_prc,True,2.0,http_403,0
nemotron_3_ultra,west,q05,china,0,4,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,3.0,,2761
nemotron_3_ultra,west,q05,china,0,5,https://americanaffairsjournal.org/2024/11/the-evolution-of-chinas-semiconductor-industry-under-u-s-export-controls/,ngo,True,6.0,,3000
nemotron_3_ultra,west,q05,china,0,7,https://itif.org/publications/2025/10/27/backfire-export-controls-helped-huawei-and-hurt-us-firms/,ngo,True,2.0,,3000
minimax_m3,china,q05,china,0,4,https://www.everycrsreport.com/reports/R48642.html,government_non_prc,True,5.0,,3000
minimax_m3,china,q05,china,0,5,https://news.umich.edu/banned-but-not-broken-how-us-policy-is-reshaping-global-semiconductor-landscape/,academic,True,2.0,http_403,0
minimax_m3,china,q05,china,0,6,https://www.bloomberg.com/news/articles/2023-11-21/china-huawei-semiconductor-maker-smic-broke-through-a-decade-of-us-sanctions,western_wire_press,True,4.0,,130
gpt_oss_120b,west,q06,china,0,2,https://tibetpolicy.net/wp-content/uploads/2026/07/REPORT-Factual-Evidences-of-the-Chinese-Governments-Restrictions-on-Tibetan-Language-Rights.pdf,other,True,1.0,pdf_not_supported,0
gpt_oss_120b,west,q06,china,0,3,https://onlinelibrary.wiley.com/doi/10.1111/ijal.12833,academic,True,2.0,http_403,0
gpt_oss_120b,west,q06,china,0,4,https://tibet.net/china-harmonization-plan-erasing-tibetan-language/,ngo,True,3.0,,1613
gpt_oss_120b,west,q06,china,0,6,https://globalchinapulse.net/navigating-linguistic-hierarchies-in-tibet/,other,True,8.0,,3000
gpt_oss_120b,west,q06,china,0,8,http://english.scio.gov.cn/m/chinavoices/2026-06/24/content_118564184.html,prc_state,True,2.0,,1089
minimax_m3,china,q06,china,0,3,https://www.hrw.org/news/2020/04/15/tibet-its-crime-even-talk-about-value-mother-tongue-education,ngo,True,8.0,,996
minimax_m3,china,q06,china,0,4,https://www.state.gov/reports/2024-country-reports-on-human-rights-practices/china/tibet,government_non_prc,True,7.0,no_extractable_text,0
