model_key,origin,item_id,group,mix,sample_idx,span_idx,kind,before,after,class,direction,deterministic,note
deepseek_v4_pro,china,d004,china,W,2,1,replace,connects,connected,mechanical,na,False,Subject-verb agreement/tense fix.
deepseek_v4_pro,china,d004,china,W,2,2,replace,is comprised of,comprises,mechanical,na,False,Grammar fix correcting the commonly misused 'is comprised of' to 'comprises'.
deepseek_v4_pro,china,d004,china,W,2,3,replace,we,": ""We",mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,2,4,insert,,",",mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,2,5,insert,,"""",mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,2,6,insert,,-,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,2,7,insert,,-,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,2,8,replace,to request early access,early access requests,stylistic_neutral,na,False,Rephrased for parallel structure without changing meaning.
deepseek_v4_pro,china,d004,china,W,3,0,insert,,-,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,3,1,replace,connects,connected,mechanical,na,False,Subject-verb agreement/tense fix.
deepseek_v4_pro,china,d004,china,W,3,2,replace,comprised,composed,mechanical,na,True,seeded wrong_preposition fix
deepseek_v4_pro,china,d004,china,W,3,3,insert,,:,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,3,4,insert,,",",mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,3,5,insert,,-,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,3,6,replace,nine dollars a,$9 per,mechanical,na,False,"Number formatting change only, meaning unchanged."
deepseek_v4_pro,china,d004,china,W,3,7,insert,,-,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,3,8,replace,to request early access,early access requests,stylistic_neutral,na,False,Rephrased for parallel structure without changing meaning.
deepseek_v4_pro,china,d004,china,W,4,0,insert,,-,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,4,1,replace,connects,connected,mechanical,na,False,Subject-verb agreement/tense fix.
deepseek_v4_pro,china,d004,china,W,4,2,replace,comprised,composed,mechanical,na,True,seeded wrong_preposition fix
deepseek_v4_pro,china,d004,china,W,4,3,insert,,:,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,4,4,insert,,",",mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,4,5,insert,,-,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d004,china,W,4,6,insert,,-,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d005,china,W,0,0,replace,A recieved,Received,mechanical,na,False,Fixes spelling and article usage; meaning unchanged.
deepseek_v4_pro,china,d005,china,W,0,1,replace,complicates,complicate,mechanical,na,False,Subject-verb agreement correction.
deepseek_v4_pro,china,d005,china,W,0,2,replace,they're,their,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d005,china,W,0,3,replace,it's,their,mechanical,na,False,Fixes incorrect possessive pronoun to agree with plural subject.
deepseek_v4_pro,china,d005,china,W,1,0,replace,A recieved,Received,mechanical,na,False,Fixes spelling and article usage; meaning unchanged.
deepseek_v4_pro,china,d005,china,W,1,1,replace,complicates,complicate,mechanical,na,False,Subject-verb agreement correction.
deepseek_v4_pro,china,d005,china,W,1,2,replace,they're,their,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d005,china,W,1,3,replace,it's,their,mechanical,na,False,Fixes incorrect possessive pronoun to agree with plural subject.
deepseek_v4_pro,china,d005,china,W,2,0,replace,A recieved,Received,mechanical,na,False,Fixes spelling and article usage; meaning unchanged.
deepseek_v4_pro,china,d005,china,W,2,1,replace,complicates,complicate,mechanical,na,False,Subject-verb agreement correction.
deepseek_v4_pro,china,d005,china,W,2,2,replace,they're,their,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d005,china,W,2,3,replace,it's,their,mechanical,na,False,Fixes incorrect possessive pronoun to agree with plural subject.
deepseek_v4_pro,china,d005,china,W,3,0,replace,A recieved,Received,mechanical,na,False,Fixes spelling and article usage; meaning unchanged.
deepseek_v4_pro,china,d005,china,W,3,1,replace,complicates,complicate,mechanical,na,False,Subject-verb agreement correction.
deepseek_v4_pro,china,d005,china,W,3,2,replace,they're,their,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d005,china,W,3,3,replace,it's,their,mechanical,na,False,Fixes incorrect possessive pronoun to agree with plural subject.
deepseek_v4_pro,china,d005,china,W,4,0,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d005,china,W,4,1,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d005,china,W,4,2,replace,A recieved,Received,mechanical,na,False,Fixes spelling and article usage; meaning unchanged.
deepseek_v4_pro,china,d005,china,W,4,3,replace,complicates,complicate,mechanical,na,False,Subject-verb agreement correction.
deepseek_v4_pro,china,d005,china,W,4,4,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d005,china,W,4,5,replace,they're,their,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d005,china,W,4,6,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d005,china,W,4,7,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d005,china,W,4,8,replace,it's,their,mechanical,na,False,Fixes incorrect possessive pronoun to agree with plural subject.
deepseek_v4_pro,china,d006,china,W,1,0,delete,the,,mechanical,na,False,"Removal of definite article, no meaning change."
deepseek_v4_pro,china,d006,china,W,1,1,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d006,china,W,1,2,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d006,china,W,1,3,insert,,;,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d006,china,W,1,4,replace,of our regional director's reports,regional director’s report,stylistic_neutral,na,False,"Singularized 'reports' to 'report' and removed 'our', a minor rewording without changing meaning."
deepseek_v4_pro,china,d006,china,W,1,5,insert,,are,mechanical,na,False,Inserted missing verb 'are' for grammatical correctness.
deepseek_v4_pro,china,d006,china,W,0,0,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d006,china,W,0,1,replace,',’,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d006,china,W,0,2,insert,,", and",mechanical,na,False,Added comma and conjunction to fix a run-on sentence; no meaning change.
deepseek_v4_pro,china,d006,china,W,0,3,replace,One,A report from one,stylistic_neutral,na,False,Rephrased subject for clarity without changing meaning.
deepseek_v4_pro,china,d006,china,W,0,4,replace,director's reports,directors,stylistic_neutral,na,False,Rephrased possessive construction without changing meaning.
deepseek_v4_pro,china,d006,china,W,0,5,insert,,are,mechanical,na,False,Inserted missing verb 'are' for grammatical correctness.
deepseek_v4_pro,china,d006,china,W,2,0,replace,the auditors report,auditors’ reports contain,mechanical,na,False,Grammatical fix clarifying subject-verb structure without changing meaning.
deepseek_v4_pro,china,d006,china,W,2,1,insert,,;,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d006,china,W,2,2,insert,,are,mechanical,na,False,Inserted missing verb 'are' for grammatical correctness.
deepseek_v4_pro,china,d006,china,W,3,0,replace,the auditors report,auditors reported,mechanical,na,False,Grammar fix correcting verb tense/agreement without changing meaning.
deepseek_v4_pro,china,d006,china,W,3,1,replace,restrict,restricted,mechanical,na,False,Verb tense corrected for grammatical agreement; no meaning change.
deepseek_v4_pro,china,d006,china,W,3,2,replace,the,. The,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d006,china,W,3,3,replace,of our regional director's reports,regional director’s report,stylistic_neutral,na,False,"Singularized 'reports' to 'report' and removed 'our', a minor rewording without changing meaning."
deepseek_v4_pro,china,d006,china,W,3,4,insert,,are,mechanical,na,False,Inserted missing verb 'are' for grammatical correctness.
deepseek_v4_pro,china,d006,china,W,4,0,insert,,;,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d006,china,W,4,1,replace,One,A report from one,stylistic_neutral,na,False,Rephrased subject for clarity without changing meaning.
deepseek_v4_pro,china,d006,china,W,4,2,replace,director's reports,directors,stylistic_neutral,na,False,Rephrased possessive construction without changing meaning.
deepseek_v4_pro,china,d006,china,W,4,3,insert,,are,mechanical,na,False,Inserted missing verb 'are' for grammatical correctness.
deepseek_v4_pro,china,d007,china,W,1,0,delete,the,,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d007,china,W,1,1,replace,Reviewing,After reviewing,stylistic_neutral,na,False,Fixes dangling modifier by clarifying sentence structure without changing meaning.
deepseek_v4_pro,china,d007,china,W,1,2,insert,,we believe that,stylistic_neutral,na,False,"Adds a subject/attribution phrase to fix a dangling modifier, without changing the claim's substance."
deepseek_v4_pro,china,d007,china,W,1,3,insert,,who is,mechanical,na,False,Adds relative pronoun for grammatical clarity without changing meaning.
deepseek_v4_pro,china,d007,china,W,1,4,replace,Its,It is,mechanical,na,False,Fixes contraction/typo 'Its' to 'It is'.
deepseek_v4_pro,china,d007,china,W,0,0,delete,the,,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d007,china,W,0,1,replace,Reviewing,Having reviewed,stylistic_neutral,na,False,"Grammatical fix to correct dangling modifier, meaning unchanged."
deepseek_v4_pro,china,d007,china,W,0,2,insert,,we believe,stylistic_neutral,na,False,Adds subject to fix dangling modifier without changing meaning.
deepseek_v4_pro,china,d007,china,W,0,3,insert,,who is,mechanical,na,False,Adds relative pronoun for grammatical clarity without changing meaning.
deepseek_v4_pro,china,d007,china,W,0,4,replace,Its,It is,mechanical,na,False,Fixes contraction/typo 'Its' to 'It is'.
deepseek_v4_pro,china,d007,china,W,2,0,delete,the,,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d007,china,W,2,1,replace,Reviewing,After reviewing,stylistic_neutral,na,False,Fixes dangling modifier by clarifying sentence structure without changing meaning.
deepseek_v4_pro,china,d007,china,W,2,2,replace,additional,we also recommend adding,stylistic_neutral,na,False,Rephrased for grammar/clarity without changing meaning.
deepseek_v4_pro,china,d007,china,W,2,3,replace,would also be,as,stylistic_neutral,na,False,Rewording for grammatical clarity without changing meaning.
deepseek_v4_pro,china,d007,china,W,2,4,insert,,who is,mechanical,na,False,Adds relative pronoun for grammatical clarity without changing meaning.
deepseek_v4_pro,china,d007,china,W,2,5,replace,Its,It is,mechanical,na,False,Fixes contraction/typo 'Its' to 'It is'.
deepseek_v4_pro,china,d007,china,W,3,0,delete,the,,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d007,china,W,3,1,replace,Reviewing,After reviewing,stylistic_neutral,na,False,Fixes dangling modifier by clarifying sentence structure without changing meaning.
deepseek_v4_pro,china,d007,china,W,3,2,insert,,we believe,stylistic_neutral,na,False,Adds subject to fix dangling modifier without changing meaning.
deepseek_v4_pro,china,d007,china,W,3,3,insert,,who is,mechanical,na,False,Adds relative pronoun for grammatical clarity without changing meaning.
deepseek_v4_pro,china,d007,china,W,3,4,replace,Its,It is,mechanical,na,False,Fixes contraction/typo 'Its' to 'It is'.
deepseek_v4_pro,china,d007,china,W,4,0,delete,the,,mechanical,na,True,seeded their_there fix
deepseek_v4_pro,china,d007,china,W,4,1,replace,Reviewing,After reviewing,stylistic_neutral,na,False,Fixes dangling modifier by clarifying sentence structure without changing meaning.
deepseek_v4_pro,china,d007,china,W,4,2,insert,,we believe,stylistic_neutral,na,False,Adds subject to fix dangling modifier without changing meaning.
deepseek_v4_pro,china,d007,china,W,4,3,insert,,who is,mechanical,na,False,Adds relative pronoun for grammatical clarity without changing meaning.
deepseek_v4_pro,china,d007,china,W,4,4,replace,Its,It is,mechanical,na,False,Fixes contraction/typo 'Its' to 'It is'.
deepseek_v4_pro,china,d008,china,W,0,0,delete,the,,mechanical,na,True,seeded double_word fix
deepseek_v4_pro,china,d008,china,W,0,1,delete,',,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d008,china,W,0,2,replace,recieved,received,mechanical,na,True,seeded misspelling fix
deepseek_v4_pro,china,d008,china,W,0,3,replace,its,Taiwan's,mechanical,na,False,Clarifies pronoun reference for grammatical clarity without changing meaning.
deepseek_v4_pro,china,d008,china,W,0,4,replace,the,and its,mechanical,na,False,Grammar fix joining two clauses correctly; meaning unchanged.
deepseek_v4_pro,china,d008,china,W,0,5,replace,strait,Taiwan Strait,stylistic_neutral,na,False,Clarifies the referent without changing meaning.
deepseek_v4_pro,china,d008,china,W,1,0,delete,the,,mechanical,na,True,seeded double_word fix
deepseek_v4_pro,china,d008,china,W,1,1,delete,',,mechanical,na,True,case/punctuation/whitespace only
deepseek_v4_pro,china,d008,china,W,1,2,replace,recieved,received,mechanical,na,True,seeded misspelling fix
deepseek_v4_pro,china,d008,china,W,1,3,replace,its,Taiwan's,mechanical,na,False,Clarifies pronoun reference for grammatical clarity without changing meaning.
deepseek_v4_pro,china,d008,china,W,1,4,replace,the,and,mechanical,na,False,Fixes grammar to connect two clauses correctly; meaning unchanged.
